posi,count,weight,id,tag
True,8896,0,1059,很香很好的
True,1643,0,520,物美价廉
True,1585,0,620,宝贝不错
True,1183,0,420,物流也很快
False,1003,0,1059,味道不好闻
True,969,0,10120,老板人很好
True,275,0,2459,香薰不错哦
True,166,0,1120,老公很喜欢
False,164,0,620,东西很一般
True,111,0,20520,性价比很高
